User ID,Age,Gender,Marital status,Highest level of education completed?,Ownership of land/plot,Ownership of land with certificates,Ownership of mobile phone,Salaries/wages,Trading/selling produce,Service providing income,Piece work/Casual labor,Rental income,Interest from savings/investments,Pension,Social welfare grant,Receive money from others,Expenses covered by others,Other income,Employment type,Main items sold,Main services provided,Sent money in last 12 months?,Last time sent money,Received money in last 12 months?,Last time received money,Frequency of mobile money usage for purchases,Frequency of mobile money usage for bill payment,Literacy in Kiswahili,Literacy in English,Latitude,Longitude,Use of mobile money,Savings behavior,Borrowing behavior,Insurance ownership,Mobile money classification
2593,40,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-4.86797449,38.46534949,Yes,No,Yes,No,Uses both
2491,42,Male,Divorced,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 7 days,No,Not applicable,Less often than monthly,Never,Can read and write,Can read only,-3.35683339,36.68261296,Yes,Yes,Yes,No,Uses both
646,19,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Less often than monthly,Less often than monthly,Can read and write,Can read and write,-3.67176132,33.43485315,Yes,No,No,No,Uses mobile money only
6870,30,Male,Married,No formal education,You personally own the land/plot where you live,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-2.55597135,36.78152054,Yes,Yes,Yes,No,Uses both
1393,24,Female,Married,Primary completed,The land/plot is rented,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can read only,-7.97869817,31.63241163,No,No,Yes,No,Does not use mobile money
4779,22,Female,Single/never married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.21197484,33.70788597,No,No,Yes,No,Does not use mobile money
5857,25,Female,Married,Some primary,A household member owns the land/plot,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.01763932,33.05280499,No,No,No,No,Does not use any financial service
5457,65,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.30634622,35.28954915,Yes,No,No,No,Uses mobile money only
104,83,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can read and write,-6.8886566,39.16094115,No,No,No,No,Does not use any financial service
7680,23,Female,Married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 90 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-4.90863869,29.66229011,Yes,No,No,No,Uses mobile money only
3346,33,Male,Divorced,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can read and write,-3.35381911,37.03227648,Yes,Yes,Yes,No,Uses both
2267,39,Female,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 90 days,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can read and write,-4.84221637,38.52202356,Yes,Yes,Yes,No,Uses both
3878,24,Female,Single/never married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Monthly,Not applicable,Can read and write,Can read and write,-7.86520005,35.06970076,Yes,Yes,No,Yes,Uses both
3164,37,Female,Widowed,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.34979939,36.49566814,No,Yes,Yes,No,Does not use mobile money
3071,30,Female,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,No,Not applicable,Less often than monthly,Not applicable,Can read and write,Can read only,-8.18959597,31.84954439,Yes,Yes,No,No,Uses both
473,29,Female,Single/never married,Some primary,You do not own or rent the land,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Refused to read,Refused to read,-5.07824872,39.12191684,No,No,No,No,Does not use any financial service
1205,39,Male,Married,Some primary,You do not own or rent the land,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-2.85195745,32.54680328,No,No,No,No,Does not use any financial service
2321,30,Male,Married,Some primary,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,In the past 30 days,Monthly,Not applicable,Can read and write,Can neither read nor write,-2.57792258,32.13780678,Yes,Yes,No,No,Uses both
1865,41,Female,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Other,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read only,-4.84936483,34.83893872,No,Yes,Yes,No,Does not use mobile money
8386,21,Male,Single/never married,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-11.04174046,37.33310193,Yes,No,Yes,No,Uses both
4851,57,Male,Married,Primary completed,You personally own the land/plot where you live,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can read only,-7.85045866,31.43697301,Yes,Yes,Yes,No,Uses both
9399,17,Female,Single/never married,Some secondary,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-3.37480918,36.67265802,No,Yes,No,No,Does not use mobile money
6037,74,Female,Divorced,No formal education,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Fish you catch yourself/aquaculture,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-5.40378662,38.61098116,Yes,No,No,No,Uses mobile money only
5422,26,Female,Married,University or other higher education,You own the land/plot together with someone else,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,In the past 7 days,Yes,In the past 30 days,Never,Not applicable,Can read and write,Can read and write,-8.0617613,36.00479138,Yes,No,Yes,Yes,Uses both
9271,90,Male,Widowed,No formal education,A household member owns the land/plot,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-1.53937426,33.85270014,No,No,No,No,Does not use any financial service
8362,26,Female,Single/never married,University or other higher education,A household member owns the land/plot,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Individual who owns his own business,Not applicable,Not applicable,Yes,6 months or longer ago,Yes,In the past 90 days,Less often than monthly,Not applicable,Can read and write,Can read and write,-3.69334393,37.42751341,Yes,Yes,Yes,No,Uses both
9365,40,Male,Married,Primary completed,You do not own or rent the land,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,Yes,In the past 7 days,Yes,Yesterday/today,Weekly,Monthly,Can read and write,Can read and write,-6.8738368,39.174877,Yes,Yes,No,No,Uses both
4028,63,Female,Married,No formal education,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-9.91096118,38.99468888,No,Yes,No,No,Does not use mobile money
6375,17,Female,Single/never married,Some secondary,You personally own the land/plot where you live,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Never,Can read and write,Can read and write,-5.18322384,39.79594211,No,No,No,No,Does not use any financial service
6658,40,Female,Married,Some secondary,A household member owns the land/plot,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-5.0106918,39.81151163,No,Yes,No,No,Does not use mobile money
7698,60,Male,Married,Primary completed,You personally own the land/plot where you live,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,6 months or longer ago,Never,Not applicable,Can read and write,Can neither read nor write,-2.63547105,32.78853386,Yes,No,Yes,No,Uses both
3945,72,Female,Divorced,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read only,Can neither read nor write,-3.35830129,36.96312446,No,Yes,No,Yes,Does not use mobile money
6593,62,Male,Married,Primary completed,You own the land/plot together with someone else,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Never,Not applicable,Can read and write,Can neither read nor write,-10.70302445,39.13229593,Yes,No,No,No,Uses mobile money only
8444,36,Male,Married,Primary completed,A household member owns the land/plot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-9.33077661,33.33266986,No,No,Yes,No,Does not use mobile money
8039,60,Male,Married,Some primary,You personally own the land/plot where you live,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can neither read nor write,Can neither read nor write,-3.04244949,35.4821342,No,No,Yes,No,Does not use mobile money
6453,25,Male,Married,Primary completed,A household member owns the land/plot,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.34804046,33.92246766,No,No,No,Yes,Does not use mobile money
1370,23,Female,Single/never married,University or other higher education,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Yes,In the past 30 days,Monthly,Not applicable,Can read and write,Can read and write,-7.95742113,31.61784317,Yes,Yes,Yes,No,Uses both
795,85,Male,Married,No formal education,You do not own or rent the land,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Livestock,Not applicable,No,Not applicable,Yes,More than 90 days ago but less than 6 months ago,Less often than monthly,Not applicable,Can neither read nor write,Can neither read nor write,-3.36525876,37.31622288,Yes,Yes,No,Yes,Uses both
6803,32,Male,Married,Primary completed,You personally own the land/plot where you live,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,Yes,6 months or longer ago,Yes,6 months or longer ago,Less often than monthly,Not applicable,Can read and write,Can neither read nor write,-10.24407759,38.25252008,Yes,Yes,Yes,No,Uses both
4909,23,Female,Divorced,No formal education,You do not own or rent the land,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,No,Not applicable,Monthly,Not applicable,Can neither read nor write,Can neither read nor write,-2.53933525,32.24089435,Yes,No,No,No,Uses mobile money only
8230,23,Female,Divorced,Primary completed,You do not own or rent the land,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can neither read nor write,-3.97223059,32.64483065,Yes,No,No,No,Uses mobile money only
6008,51,Female,Married,Some primary,A household member owns the land/plot,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,Crops/produce I grow,Not applicable,No,Not applicable,Yes,In the past 90 days,Never,Not applicable,Can neither read nor write,Can neither read nor write,-10.09768184,34.68822635,Yes,No,No,Yes,Uses both
2441,57,Female,Married,University or other higher education,A household member owns the land/plot,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Government,Crops/produce I grow,Not applicable,Yes,In the past 30 days,No,Not applicable,Never,Not applicable,Can read and write,Can read and write,-4.84228454,38.51554125,Yes,Yes,Yes,Yes,Uses both
2524,32,Male,Married,Some primary,A household member owns the land/plot,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,Things you buy from others - non-agricultural products,Not applicable,No,Not applicable,No,Not applicable,Less often than monthly,Less often than monthly,Can neither read nor write,Can neither read nor write,-4.94356856,38.91467809,Yes,Yes,Yes,No,Uses both
